nombre,cantidades,info,sabores,imagen,mix,Artículo,Estado,#REF!
HIGOS EN ALMIBAR X 450 GR,1 UNIDAD,"Los Higos en Almíbar Mupay son un producto gourmet regional de Argentina, conocidos por su elaboración artesanal con ""alma de campo"" y recetas tradicionales.",,https://drive.google.com/file/d/1PQQftkdPVjy3Cjj_EcSJpyF1jUgeZOuf/view,,1309,🟢 ok,
HIGOS TIERNIZADOS,250G/500G/1KG,"Los higos tiernizados son una versión hidratada de los higos secos. A diferencia de los higos deshidratados tradicionales, que pueden ser duros o correosos, los tiernizados pasan por un proceso de golpe de vapor para devolverles humedad y suavidad.",,https://drive.google.com/file/d/1Q9lPGXaeVdr2bRx8us-T_J2OFgI9XW54/view,si,1311,🟢 ok,
HIPÉRICO TINTURA MADRE X 60 CC,1 UNIDAD,La tintura madre de Hipérico (también conocida como Hierba de San Juan o Hypericum perforatum) es uno de los remedios naturales más utilizados para equilibrar el estado de ánimo.,,https://drive.google.com/file/d/1HHjUxzloU8wAh4I1z1bez0qAEbobrC9s/view,,2370,🟢 ok,
HONGOS SECOS DE PINO,100G/250G/1KG,"Los hongos secos de pino (comúnmente del género Suillus) son un ingrediente fundamental en la cocina gourmet y hogareña, especialmente valorados por su sabor intenso, terroso y notas ahumadas.",,https://drive.google.com/file/d/12GNbZT09bgyQDMhq775VmHtpqU8_9ued/view,,1314,🟢 ok,
HUMO NATURAL X 250 ML,1 INIDAD,"El humo natural es el resultado de la combustión incompleta de materiales orgánicos, principalmente madera. A diferencia del humo líquido (que es un concentrado químico), el humo natural contiene una mezcla compleja de compuestos que aportan sabor, color y actúan como conservante.",,https://drive.google.com/file/d/1gtp5JtqUjuytfA2y0RkeRxLPoncp4skt/view,,1316,🟢 ok,
INFUSOR PARA TE,1 INIDAD,"Un infusor de té es un accesorio diseñado para contener las hojas de té sueltas (en hebras) mientras se sumergen en agua caliente, permitiendo que el sabor se libere sin que los residuos queden en la taza.",,https://drive.google.com/file/d/1BlrA_NJ-JowO6ypUPqQ_LVOlAX210o7I/view,,1317,🟢 ok,
INFUSOR PINZA ,1 UNIDAD,Un infusor tipo pinza es una herramienta de cocina diseñada para preparar té en hebras o infusiones de forma individual. Consiste en dos semiesferas (generalmente de malla de acero inoxidable) unidas a un mango con resorte que permite abrirlas y cerrarlas con una mano.,,https://drive.google.com/file/d/1z1OR-Z16132CoriSf5fzIAiB8AsVEGxn/view,,2012,🟢 ok,
JAZMIN ,50G/250G/1KG,"La infusión de jazmín es una de las bebidas más apreciadas por su aroma floral y sus efectos relajantes. Generalmente, lo que conocemos como ""té de jazmín"" es una base de té verde o blanco aromatizada con los pétalos de la flor (Jasminum sambac).",,https://drive.google.com/file/d/1cyd5j6QGyRJGy552x9i1AKdcPrlRR0sg/view,,1654,🟢 ok,
JENGIBRE  MOLIDO ,100G/250G/1KG,El jengibre molido (o en polvo) es una forma concentrada de la raíz de jengibre deshidratada. Es valorado tanto en la cocina por su sabor cítrico y picante como en la medicina natural por sus múltiples propiedades.,,https://drive.google.com/file/d/1v1r7FzJRkSlfaUHaVJBqvOWLnvUImi5F/view,,1320,🟢 ok,
JENGIBRE EN TROZOS ,50G/250G/1KG,"El jengibre en trozos seco (o deshidratado) es una forma práctica de consumir esta raíz, destacando por su potencia terapéutica y larga conservación. A diferencia del fresco, el proceso de secado transforma el gingerol en shogaol, un compuesto con efectos antiinflamatorios y analgésicos mucho más fuertes.",,https://drive.google.com/file/d/1T3Q_9avNLqzrcwpcGWYEk2a2sWOdiKik/view,,1883,🟢 ok,
JENGIBRE GLASEADO,250G/500G/1KG,El jengibre glaseado (también llamado confitado o cristalizado) es la raíz de jengibre fresca cocida en almíbar y recubierta de azúcar. Es apreciado por su equilibrio entre un sabor dulce intenso y un toque picante natural.,,https://drive.google.com/file/d/1f8nx3YkZ3XqTBJOr7RbUnkiIuX8F9dFw/view,,1319,🟢 ok,
"JUGO DE ARANDANOS X 1,5 LTS.",1 UNIDAD,"El jugo de arándanos Cuarto Creciente es una bebida natural de origen argentino, popular por ser libre de azúcares agregados y apta para celíacos.",CON STEVIA/CON SUCRALOSA/CON SEMILLAS DE CHIA,https://drive.google.com/file/d/1EXfxe04nERNmj0f-T0n6JU8W6es32oUv/view,,1324,🟢 ok,
JULIANA SIN PAPA,100G/250G/1KG,"La Juliana sin papa es una mezcla de vegetales deshidratados, muy popular en dietéticas y tiendas de alimentos naturales. Su nombre proviene del ""corte juliana"" (tiras finas y alargadas) y se comercializa específicamente sin papa para quienes buscan una opción más ligera, baja en carbohidratos o apta para ciertas dietas.",,https://drive.google.com/file/d/11NW2sPd4I0-ZMrrUlZ-2vl-VrrgavtUV/view,,1333,🟢 ok,
"KEFIR DE AGUA ""KE.LIVE"" SABORIZADO X 950 ML",1 UNIDAD,"El Kéfir de Agua Ke.Live es una bebida fermentada artesanal rica en probióticos que ayuda a regenerar la microbiota intestinal. A diferencia del kéfir de leche, este se elabora con agua y azúcar (generalmente azúcar mascabo), lo que lo hace apto para veganos y personas con intolerancia a la lactosa.",FRUTILLA/NARANJA-MANZANA/LIMON-NARANJA/LIMON-JENGIBRE-NARANJA,https://drive.google.com/file/d/1sWZyLQ4U7Sao99ttJvgzi6UXXrwu6Bz_/view,,2233,🟢 ok,
"KIMCHI ""VERDE VIDA"" 360 ml",1 UNIDAD,"El Kimchi de Verde Vida es un alimento probiótico artesanal elaborado en Mendoza, Argentina, que destaca por su proceso agroecológico y sus beneficios para la salud intestinal. Se basa en la receta tradicional coreana de vegetales fermentados, adaptada con ingredientes locales y orgánicos.",,https://drive.google.com/file/d/1F0yBVzAq8L8rgbDntdUWvsq2KeXmJUtk/view,,2395,🟢 ok,
"KOMBUCHA  ""EYWA"" 354 ml",1 UNIDAD,"La Kombucha Eywa es una bebida fermentada elaborada en Argentina a partir de té y cultivos vivos, que aporta probióticos naturales y compuestos orgánicos beneficiosos. Se caracteriza por su gasificación natural y su perfil equilibrado entre dulzor y acidez. Es una alternativa saludable a las bebidas industriales, ideal para acompañar una alimentación consciente.",ANANA Y NARANJA/LIMON Y JENGIBRE/MARACUYA/LAVANDA Y MANZANILLA/MENTA Y LEMONGRASS/HIBISCUS Y ROSA MOSQUETA,https://drive.google.com/file/d/1UotVNl4CN8ktpjb51NTLKiaHWnXxBAIs/view,,2459,🟢 ok,
LA IRIDE ESPUMANTE EXTRA BRUT X 750 cc,1 UNIDAD,"La Iride Extra Brut es un vino espumante argentino de perfil seco, presenta buena acidez y bajo contenido de azúcar residual, lo que lo hace fresco y equilibrado. Es una opción versátil para aperitivos o celebraciones.",,https://drive.google.com/file/d/1aG4zkge2hbcd7fFUAKOG5EsEU6YDlM8d/view,,2447,🟢 ok,
LAS PERDICES ALA COLORADA ANCELLOTA X 750 cc,1 UNIDAD,"Ala Colorada Ancellotta de Las Perdices es un vino tinto mendocino que destaca por su intensidad colorante y concentración aromática. Elaborado con uvas Ancellotta, presenta notas de frutas negras maduras y buena estructura. Es ideal para quienes buscan vinos con carácter y profundidad.",,https://drive.google.com/file/d/1DxAt8IFnWfkA4Pci_qJ0TNndoaClQgaF/view,,1711,🟢 ok,
LAS PERDICES BRUT ROSÉ X750ml,1 UNIDAD,"El Brut Rosé de Las Perdices es un espumante de estilo fresco y frutado, elaborado a partir de uvas tintas vinificadas en rosado. Presenta burbujas finas, buena acidez y notas a frutos rojos. Es una opción ligera y versátil para diferentes ocasiones.",,https://drive.google.com/file/d/1JXsJJMAj2vq7jeB9rag4JWBdZyNmtqZ-/view,,1107,🟢 ok,
LAS PERDICES CABERNET SAUVIGNON X 750 cc,1 UNIDAD,"El Cabernet Sauvignon de Las Perdices es un vino tinto mendocino de perfil clásico, con predominio de frutas negras y especias. Presenta estructura media a alta, taninos firmes y buena persistencia. Es adecuado para acompañar comidas intensas.",,https://drive.google.com/file/d/1qzciXlfdSuYrO8XqsgqSz7qipQqapWjc/view,,1705,🟢 ok,
LAS PERDICES EXTRA BRUT CORTO X 750 cc,1 UNIDAD,"El Extra Brut de Las Perdices es un vino espumante mendocino de perfil seco, caracterizado por su color amarillo dorado con reflejos brillantes y burbujas finas de buena persistencia. Presenta aromas de miel, almendras, pan tostado y frutas, con una boca suave, equilibrada y de buena acidez. Es una opción elegante y versátil, ideal como aperitivo o para acompañar frutos de mar, ceviches y platos de pescado.",,https://drive.google.com/file/d/1r76noGBx3eyq-qnZcZnh50zzeDF00yvA/view,,1712,🟢 ok,
LAS PERDICES MALBEC X 750 cc,1 UNIDAD,"El Malbec de Las Perdices es un vino tinto mendocino de color rojo violáceo intenso, con un perfil aromático centrado en frutas rojas y sutiles toques de madera. En boca es suave y equilibrado, con notas de ciruelas y guindas que aportan redondez y persistencia. Es una opción versátil, ideal para acompañar carnes rojas, pastas o carnes blancas con salsas especiadas.",,https://drive.google.com/file/d/113WId9LJXlp8eWEsCZ4KCWnfHxyVzG_2/view,,1704,🟢 ok,
LAS PERDICES PARTRIDGE CHARDONNAY X 750 cc,1 UNIDAD,"El Partridge Chardonnay de Las Perdices es un vino blanco joven elaborado en Agrelo, Luján de Cuyo, 100% Chardonnay. Presenta un perfil fresco, con notas cítricas y un leve carácter floral, junto a sutiles aportes de su paso por roble. En boca es suave y equilibrado, ideal para acompañar comidas livianas o disfrutar en consumo cotidiano.",,https://drive.google.com/file/d/1ih-YMa_RJ0Um24RGCWyVFfR15ODm_buj/view,,1708,🟢 ok,
LAS PERDICES PARTRIDGE MALBEC X 750 cc,1 UNIDAD,"l Partridge Malbec de Las Perdices es un vino tinto joven que expresa el carácter frutado típico de la variedad en la región de Agrelo. Presenta buena intensidad de fruta, cuerpo medio y un perfil accesible, pensado para consumo cotidiano. Es una opción versátil, fácil de beber y adaptable a diferentes comidas.",,https://drive.google.com/file/d/1lE1YjzQ1PvLSgq1Z2DWHq4didlHmJ9kA/view,,1707,🟢 ok,
LAS PERDICES RESERVA CHARDONNAY X 750 cc,1 UNIDAD,"El Reserva Chardonnay de Las Perdices es un vino blanco de mayor complejidad, elaborado en Agrelo con fermentación y crianza en barricas de roble francés durante 6 meses. Presenta aromas cítricos con notas de tostado, y en boca combina fruta tropical, matices florales y un toque de vainilla. De excelente estructura y textura untuosa, es ideal para acompañar carnes blancas, pescados y frutos de mar.",,https://drive.google.com/file/d/1Jcg_KrV3r9okXxZ2ZiS7DUciNI6Vzk1c/view,,1710,🟢 ok,
LAS PERDICES RESERVA MALBEC X 750 cc,1 UNIDAD,"El Reserva Malbec de Las Perdices es un vino tinto con crianza en madera que aporta mayor estructura y complejidad. Presenta notas de fruta madura integradas con aportes del roble, logrando un perfil equilibrado y persistente. Es una opción ideal para maridajes intensos y platos elaborados.",,https://drive.google.com/file/d/1ME72qUpYIFSpK95o2iIVj_TDprTQHt-n/view,,1709,🟢 ok,
LAS PERDICES SAUVIGNON BLANC X 750 cc,1 UNIDAD,"El Sauvignon Blanc de Las Perdices es un vino blanco fresco elaborado en Agrelo, con un perfil aromático intenso. Presenta notas de frutos tropicales como maracuyá, mango y pomelo rosado, junto a sutiles matices minerales. En boca ofrece buena acidez, equilibrio y un final prolongado, ideal como aperitivo o para acompañar pescados, mariscos y ensaladas.",,https://drive.google.com/file/d/1PsWp9E8Hw6PawSRIE9aLC3hjHWriNi0N/view,,1706,🟢 ok,
LAUREL EN HOJAS,50G/250G/1KG,"El laurel en hojas es una especia aromática ampliamente utilizada en la cocina mediterránea. Se caracteriza por su sabor intenso, herbal y balsámico, ideal para realzar guisos, sopas y preparaciones de cocción prolongada. Además, aporta compuestos naturales que favorecen la digestión.",,https://drive.google.com/file/d/19bwGgV6YoezMrNPaHJmyQgY2jXW8cmER/view,,1350,🟢 ok,
LAVANDA,50G/250G/1KG,La lavanda es una planta aromática reconocida por sus propiedades relajantes. Se utiliza en infusiones por su intenso aroma floral y su capacidad para favorecer el descanso y reducir el estrés. También puede emplearse en preparaciones gastronómicas y blends herbales.,,https://drive.google.com/file/d/1ufgqaHCVmKoYPYmGon4qw6XcUSBFtltl/view,,2037,🟢 ok,
LECHE DE ALMENDRAS X 1 L,1 UNIDAD,"La leche de almendras es una bebida vegetal elaborada a partir de frutos secos, naturalmente libre de lactosa. Presenta un sabor suave y una textura liviana, ideal para consumir sola, en café o en preparaciones. Es una alternativa saludable para quienes buscan opciones vegetales.",,https://drive.google.com/file/d/16mVUrrkYQ7WWD2YJW9mEQjNalKXaBiCD/view,,1351,🟢 ok,
LECHE DE COCO EN POLVO,100G/250G/1KG,"La leche de coco en polvo es una opción práctica y versátil, obtenida a partir de coco deshidratado. Permite preparar bebidas o incorporarse en recetas dulces y saladas con solo agregar agua. Aporta sabor, cremosidad y grasas de origen vegetal.",,https://drive.google.com/file/d/1avRNwF5Bzk5yg3i5ZHPG-BwUMo3bhjUb/view,,1727,🟢 ok,
LENTEJA DE CHOCOLATE,250G/500G/1KG,"Las lentejas de chocolate son pequeñas porciones de chocolate recubiertas, ideales para snacks o repostería. Ofrecen una opción práctica para disfrutar algo dulce en porciones controladas. Pueden utilizarse en mezclas, toppings o consumo directo.",,https://drive.google.com/file/d/1yQIyrX6YNZ1kCZYX7DX3ljrLef6l4c4v/view,si,2316,🟢 ok,
LENTEJAS,250G/500G/1KG,"Las lentejas son legumbres de alto valor nutricional, ricas en proteínas vegetales, fibra y minerales. Son versátiles y fáciles de preparar, adaptándose a guisos, ensaladas o preparaciones vegetarianas. Contribuyen a una alimentación equilibrada y saciante.",,https://drive.google.com/file/d/1slNFYnthbX_QkulAuG9pmsMKgmUGQ2bz/view,,1359,🟢 ok,
LENTEJAS TURCAS,250G/500G/1KG,"Las lentejas turcas, también conocidas como lentejas rojas, se caracterizan por su rápida cocción y textura suave. Son ideales para sopas, purés y preparaciones cremosas. Aportan proteínas, fibra y son de fácil digestión.",,https://drive.google.com/file/d/1escUDrEOQkorLP0I549-_qqKqBoCIYTV/view,,1358,🟢 ok,
LEVADURA DE CERVEZA NUTRICIONAL,250G/500G/1KG,"La levadura de cerveza nutricional es un suplemento natural rico en proteínas, vitaminas del grupo B y minerales. Se presenta en escamas o polvo, con un sabor levemente similar al queso. Es ideal para enriquecer comidas de forma práctica, especialmente en dietas vegetarianas o veganas.",,https://drive.google.com/file/d/1F9LkUpAOH4Bv7o72qdHSlZcx08vO3f4O/view,,1360,🟢 ok,
"LEVADURA ""TITAN"" EN COPOS X 200 g ""SIN TACC""",1 UNIDAD,"La levadura nutricional en copos marca Titan es un alimento rico en proteínas y vitaminas del grupo B, apto para dietas sin TACC. Se presenta en formato práctico, con sabor suave y levemente similar al queso, ideal para espolvorear sobre comidas. Es una opción versátil para enriquecer preparaciones de forma natural, especialmente en alimentación vegetariana o vegana.",,https://drive.google.com/file/d/1Pff8wFxTktjTbfQSt-dAOLAeY745HhLm/view,,1458,🟢 ok,
MACA EN POLVO,250G/500G/1KG,"La maca en polvo es un superalimento de origen andino, reconocido por su aporte de energía y nutrientes. Es rica en vitaminas, minerales y compuestos adaptógenos. Se incorpora fácilmente en licuados, infusiones o preparaciones dulces.",,https://drive.google.com/file/d/1z6dH_ZbRJYvrqG5pUgHPU6wk-Jwz4J3B/view,,1363,🟢 ok,
"MAGNESIO EN POLVO ""NATIER"" X150g",1 UNIDAD,"El magnesio en polvo Natier es un suplemento dietario a base de citrato de magnesio, formulado para ofrecer alta biodisponibilidad y fácil absorción. Participa en más de 300 reacciones bioquímicas del organismo, contribuyendo al funcionamiento muscular, el sistema nervioso y la producción de energía. Es apto sin TACC y vegano, ideal para complementar la alimentación diaria y favorecer la relajación, el descanso y el bienestar general.",,https://drive.google.com/file/d/1UVqUAki56Zy2sYGNDTVHaEcVxv1-53BB/view,,2504,🟢 ok,
"MAGNESIO X 50 CÁPSULAS ""NATIER""",1 UNIDAD,"El magnesio en cápsulas Natier es un suplemento dietario a base de citrato de magnesio, formulado para ofrecer alta biodisponibilidad y absorción. Participa en más de 300 reacciones bioquímicas del organismo, contribuyendo al funcionamiento muscular, el sistema nervioso y la producción de energía. Es apto sin TACC y vegano, y se presenta en cápsulas de dosificación práctica, ideal para complementar la alimentación diaria y favorecer la relajación, el descanso y el bienestar general.",,https://drive.google.com/file/d/1VdZUxVjslvgdwC3uH0wSSbWX7GotFakJ/view,,2056,🟢 ok,
MAIZ BLANCO PISADO PARTIDO,250G/500G/1KG,"El maíz blanco pisado es un grano tradicional, utilizado en preparaciones regionales. Se caracteriza por su textura firme y su capacidad de absorber sabores durante la cocción. Es ideal para guisos, sopas y recetas típicas.",,https://drive.google.com/file/d/1pE5WXu00PeFxhEhew2Is44kYfaqxQFNt/view,,1364,🟢 ok,
MAIZ FRITO SALADO,250G/500G/1KG,"El maíz frito salado es un snack crocante y sabroso, listo para consumir. Presenta una textura firme y un sabor intenso, ideal para picadas o colaciones. Es una opción práctica para quienes buscan algo salado.",,https://drive.google.com/file/d/1w8K6DYN0lCj_gFSuXDq3dJ_uV1nPv9cf/view,,1365,🟢 ok,
MALVA,50G/250G/1KG,La malva es una planta utilizada en infusiones por sus propiedades suavizantes. Se caracteriza por su sabor suave y su acción beneficiosa sobre el sistema digestivo y respiratorio. Es ideal para consumir sola o en blends herbales.,,https://drive.google.com/file/d/14hhKI92r9vxcgVBrJFKaACdBCTxUTiX6/view,,2095,🟢 ok,
MANGO EN TROZOS CONGELADOS  X 1 KG,1 UNIDAD,"El mango congelado en trozos conserva el sabor y los nutrientes de la fruta fresca. Es práctico y listo para usar en licuados, postres o preparaciones frías. Aporta vitaminas, fibra y un sabor tropical intenso.",,https://drive.google.com/file/d/1qof6j0ykChEMsYce_dFZTB8LJ2T2scHL/view,,2317,🟢 ok,
MANI CON CASCARA X 1 KG,1 UNIDAD,"El maní con cáscara es una opción natural, ideal para consumo directo o tostado. Mantiene sus propiedades nutricionales, aportando grasas saludables y proteínas vegetales. Es un snack clásico y versátil.",,https://drive.google.com/file/d/11SXWudmCqa7TyAEUmhGj5wsAn-YIdBom/view,,1375,🟢 ok,
MANI CON CHOCOLATE SEMIAMARGO,250G/500G/1KG,El maní con chocolate semiamargo combina el sabor tostado del fruto seco con el equilibrio del cacao. Ofrece una textura crocante y un perfil dulce moderado. Ideal como snack o para darse un gusto.,,https://drive.google.com/file/d/1ru1C0csggjgkl6f2NhrpEb_mkcO3KWmn/view,si,2008,🟢 ok,
MANI JAPONES,250G/500G/1KG,"El maní japonés es un snack crocante recubierto, de sabor intenso y ligeramente salado. Su textura firme lo hace ideal para picadas. Es una opción práctica y muy popular.",,https://drive.google.com/file/d/1FDunmm6i6iGRFgxhkqK2B2qQIfSVnSZg/view,si,1378,🟢 ok,
MANI SABORIZADO,250G/500G/1KG,"El maní saborizado ofrece distintas variantes con condimentos que realzan su perfil. Mantiene el aporte nutricional del maní, sumando un sabor más intenso. Ideal para snacks o picadas.",,https://drive.google.com/file/d/1QI0JfVC4Lyj9OaS3TMhuDQEx1ywEHv8M/view,si,1379,🟢 ok,
MANI TOSTADO SALADO,250G/500G/1KG,"El maní tostado salado es un snack clásico, con sabor intenso y textura crocante. Aporta proteínas y grasas saludables. Es ideal para consumo directo o como complemento en picadas.",,https://drive.google.com/file/d/1aEl6_09KtMcXJIFFqzh82v3nytZX3UfZ/view,si,1380,🟢 ok,
MANI TOSTADO SIN SAL,250G/500G/1KG,El maní tostado sin sal conserva su sabor natural y sus propiedades nutricionales. Es una opción más equilibrada para quienes buscan reducir el consumo de sodio. Ideal para snacks o incorporarlo en preparaciones.,,https://drive.google.com/file/d/1WjRKtTo5EirWVe7gwDKwjb6O93qfG_J6/view,si,1381,🟢 ok,
"MANTECA CLARIFICADA GHEE ""ENTRENUTS"" X 370 g",1 UNIDAD,"El ghee Entrenuts es manteca clarificada obtenida a partir de mantequilla, con eliminación de agua y sólidos lácteos. Este proceso mejora su estabilidad al calor, permitiendo cocinar a altas temperaturas sin degradarse fácilmente. Es una alternativa práctica en la cocina diaria, con sabor suave y buena conservación.",,https://drive.google.com/file/d/1Z8F8Q8Aft9HCPjnD_sSqR3D0nIrKXuN9/view,,2269,🟢 ok,
MANTECA CLARIFICADA GHEE X 150 g - COW'S PURE,1 UNIDAD,"El ghee Cow’s Pure es manteca clarificada de alta pureza, apta para dietas sin lactosa. Se destaca por su estabilidad al calor y su sabor suave. Es ideal para cocinar, saltear o untar.",,https://drive.google.com/file/d/1kFLX7dHd_D-WXBze7oYh-3uuso6egfgs/view,,2489,🟢 ok,
MANTELITOS ARTESANALES (POLIÉSTER),1 UNIDAD,,,https://drive.google.com/file/d/1ZLmUTVng-qZrie2Klso2rEPqKML5Q2nW/view,,2307,🔵 falta descripción,
"MANTEQUILLA DE MANI ""ENTRENUTS"" X 370 g",1 UNIDAD,"La mantequilla de maní Entrenuts es un alimento elaborado a base de maní tostado, sin agregados innecesarios como azúcares, sal ni conservantes. Se destaca por su perfil nutricional, aportando proteínas y grasas saludables, lo que la convierte en una opción adecuada para una alimentación equilibrada. Es apta sin TACC y vegana, ideal para consumir en desayunos, meriendas o como complemento en distintas preparaciones.",,https://drive.google.com/file/d/1qZh_OzE6KEBPY-1IeONmJnUF5PksSrSg/view,,1383,🟢 ok,
MANZANILLA FLOR,50G/250G/1KG,"La manzanilla en flor es una hierba medicinal utilizada tradicionalmente por sus propiedades digestivas, calmantes y antiinflamatorias. Sus flores contienen compuestos activos que ayudan a aliviar molestias gastrointestinales y favorecen la relajación del sistema nervioso. Se consume principalmente en infusión, siendo ideal para después de las comidas o antes de dormir.",,https://drive.google.com/file/d/1QNLQBOe62lw2pV2iskuftZfquII0mtIf/view,,1384,🟢 ok,
"MAPLE ""SYRUP"" JARABE DE ARCE X250ML",1 UNIDAD,"El maple syrup es un endulzante natural obtenido de la savia del arce. Se caracteriza por su sabor suave y acaramelado, ideal para acompañar desayunos y preparaciones dulces. Es una alternativa al azúcar refinado, con aporte de minerales.",,https://drive.google.com/file/d/170irm8-Z36RpbZkhy8M3Av8wK2G1DKkk/view,,2096,🟢 ok,
MARACUYA CONGELADO X KG,1 UNIDAD,"El maracuyá congelado conserva el sabor intenso y las propiedades de la fruta fresca. Se presenta listo para usar en jugos, licuados o postres. Aporta vitamina C, antioxidantes y un perfil ácido característico.",,https://drive.google.com/file/d/16n7gYPIiVqSYmwGGWXO3XQgVCTgQMYOj/view,,2186,🟢 ok,
MARCIANO WINE MALBEC,1 UNIDAD,"Marciano Malbec es un vino tinto intenso, estructurado y expresivo, que refleja las características de su terroir. Proveniente de Perdriel, Luján de Cuyo (Mendoza), presenta un perfil equilibrado y con buena presencia en boca. Es una opción versátil para acompañar comidas o disfrutar en cualquier ocasión.",,https://drive.google.com/file/d/1V3djtvWhUc2dexC3UOUN-Qz5bnUh-_1n/view,,2088,🟢 ok,
MASTROENI CABERNET FRANC X 750 CC ,1 UNIDAD,"El Cabernet Franc de Mastroeni es un vino tinto de perfil aromático, con notas herbales y de frutas rojas. Presenta buena frescura, taninos moderados y estructura equilibrada. Ideal para acompañar carnes y platos especiados.",,https://drive.google.com/file/d/1QlRm65Rw6haghtKgU53VelBb7XzCtAXl/view,,1159,🟢 ok,
MASTROENI ESPUMANTE DULCE NATURAL X 750 CC ,1 UNIDAD,El espumante dulce natural de Mastroeni es un vino de perfil frutado y agradable dulzor. Presenta burbujas suaves y buena frescura. Es ideal para postres o para quienes prefieren opciones más dulces.,,https://drive.google.com/file/d/1dal4VjBCSTX90h98Q8iopr2Znu-hTM9_/view,,1265,🟢 ok,
MATCHA,50G/250G/1KG,"El matcha es un té verde en polvo de origen japonés, obtenido a partir de hojas de tencha finamente molidas mediante un proceso lento que preserva sus propiedades y sabor. Se caracteriza por su alta concentración de antioxidantes y su perfil intenso, con notas vegetales y umami. A diferencia de otros tés, se consume disuelto en agua y batido, lo que permite aprovechar íntegramente sus nutrientes y beneficios.",,https://drive.google.com/file/d/1psXN-OBFpdnXxHV4bIYHrg8_g25e2nqV/view,,2179,🟢 ok,
"MAYONESA ""MAYOV"" X 270GR",1 UNIDAD,"La Mayonesa Vegana Original Mayov es una alternativa sin huevo ni lácteos, elaborada a base de ingredientes de origen vegetal. Se caracteriza por su textura cremosa y sabor suave, ideal para ensaladas, sándwiches o como dip. Su formato de 270 g es práctico para el uso cotidiano, permitiendo disfrutar de una opción vegetal sin resignar sabor.",,https://drive.google.com/file/d/1MVyM-Vi1dHHkCyOi9AXc9mkWSm5U18Ub/view,,1905,🟢 ok,
MEDALLONES DURAZNO,250G/500G/1KG,"Los medallones de durazno son fruta deshidratada que conserva el sabor y dulzor natural, con una mayor concentración de nutrientes. Aportan energía rápida gracias a sus azúcares naturales, además de fibra que favorece la digestión y la saciedad. Son fuente de potasio, hierro, vitaminas A y del complejo B, junto con antioxidantes que contribuyen al cuidado general del organismo, siendo una opción práctica para snacks o preparaciones.",,https://drive.google.com/file/d/1MwU_DIjxJKxV2ruB339EY2Ft0EsuzXvR/view,si,1394,🟢 ok,
"MEDALLONES VEGETARIANOS ""KISLEV""",1 UNIDAD,"Los medallones vegetales Kislév son una opción 100% vegetal elaborada a base de legumbres y vegetales, con buen aporte de proteínas y fibra. Son libres de gluten (sin T.A.C.C.) y aptos para dietas veganas, elaborados con ingredientes naturales sin conservantes ni saborizantes artificiales. Prácticos y rápidos de preparar, funcionan como una alternativa saludable a las opciones tradicionales.",,https://drive.google.com/file/d/1B7D1V2lysBs1bZh4OfB5qDTlTFGdmwNg/view,,2057,🟢 ok,
"MELENA DE LEON EN POLVO 30 g ""SOMOS SETAS""",1 UNIDAD,"La melena de león en polvo de Somos Setas es un suplemento natural elaborado a partir de este hongo adaptógeno, tradicionalmente utilizado por sus beneficios sobre la función cognitiva. Se destaca por su capacidad de contribuir a la concentración, la memoria y el equilibrio del sistema nervioso. Se incorpora fácilmente en bebidas o preparaciones, permitiendo un consumo práctico y versátil.",,https://drive.google.com/file/d/1RrcSsIYVaIGrEn7wKF7tzRtpZttQELT5/view,,2468,🟢 ok,
"MELENA DE LEON EXTRACTO 60 cc ""SOMOS SETA""",1 UNIDAD,"El extracto de melena de león de Somos Setas es una presentación concentrada que favorece una absorción más eficiente de sus compuestos activos. Forma parte de la línea de hongos adaptógenos, conocidos por ayudar al organismo a adaptarse al estrés y mantener el equilibrio general. Es ideal para quienes buscan un formato líquido de uso práctico y dosificación precisa.",,https://drive.google.com/file/d/14pcL_9JsCdHODAIUbby8qtMsrBrNOBQ3/view,,2380,🟢 ok,
"MELENA DE LEON X 60 CAPSULAS ""SOMOS SETA""",1 UNIDAD,"La melena de león en cápsulas de Somos Setas ofrece una forma cómoda y precisa de incorporar este hongo funcional en la rutina diaria. Reconocido por su acción sobre la salud cognitiva, contribuye a la memoria, la concentración y el bienestar del sistema nervioso. Es una opción práctica para suplementación diaria.",,https://drive.google.com/file/d/1t_XO3Snu-LiJC6Z6ryH5O80lNMBR9vdE/view,,2112,🟢 ok,
"MELENA DE LEÓN + REISHI X 60 cc ""SOMOS SETA""",1 UNIDAD,El extracto Melena de León + Reishi combina dos hongos adaptógenos tradicionalmente utilizados para apoyar la función cognitiva y el sistema inmune. Esta sinergia favorece el equilibrio general del organismo y la respuesta frente al estrés. Su formato líquido permite una absorción rápida y uso sencillo.,,https://drive.google.com/file/d/1tjNMwDbGktegeireW085PeRgmaw19ql-/view,,2162,🟢 ok,
